skill_id,domain,skill_name,difficulty,risk_level,phases,keywords,description,file_path
business_analysis/02_risk_assessment,business_analysis,Risk Assessment,Advanced,R1,Discovery,"analysis,assessment,business,business_analysis,giá,lớn,quyết,risk,rủi,đánh,định",Đánh giá rủi ro trước khi ra quyết định lớn,business_analysis/02_risk_assessment.skill.md
business_analysis/03_market_research,business_analysis,Market Research,Medium,R1,Discovery,"analysis,business,business_analysis,cứu,market,mới,nghiên,research,thị,trường",Nghiên cứu thị trường mới,business_analysis/03_market_research.skill.md
business_analysis/04_business_plan,business_analysis,Business Plan,Easy,R1,Discovery,"analysis,business,business_analysis,creating,existing,investo,new,phase,pivot,plan,preparing,scratch,share,solopreneur,structure,update,updating,use,write","> Write, structure, and update a business plan for a solopreneur. Use when creating a plan from scratch, updating an existing plan after a pivot or new phase, or preparing a plan to share with investo",business_analysis/04_business_plan.skill.md
content_creation/01_documentation,content_creation,Documentation,Easy,R0,"Discovery, Design","content,content_creation,creation,documentation,read",Who should read this,content_creation/01_documentation.skill.md
content_creation/02_report_writing,content_creation,Report Writing,Medium,R0,"Discovery, Design","báo,content,content_creation,creation,cáo,doanh,kinh,report,writing,định",Báo cáo kinh doanh định kỳ,content_creation/02_report_writing.skill.md
content_creation/03_presentation,content_creation,Presentation,Easy,R0,"Discovery, Design","content,content_creation,creation,deck,investors,pitch,presentation",Pitch deck cho investors,content_creation/03_presentation.skill.md
content_creation/04_collaborative_writing,content_creation,Collaborative Writing,Easy,R0,"Discovery, Design","authoring,coauthoring,content,content_creation,creation,decision,doc,docs,documentation,guide,proposals,similar,specs,structured,technical,through,use,user,users,wants,workflow,write","> Guide users through a structured workflow for co-authoring documentation. Use when user wants to write documentation, proposals, technical specs, decision docs, or similar structured content. This w",content_creation/04_collaborative_writing.skill.md
finance_analytics/01_finance_analysis_system,finance_analytics,Finance Analysis System,Medium,R2,"Discovery, Design, Review","analysis,analytics,coder,finance,finance_analytics,needs,non,packet,skill,structured,system,use",Use this skill when a non-coder needs a structured finance analysis packet for,finance_analytics/01_finance_analysis_system.skill.md
finance_analytics/02_forecast_scenario_review,finance_analytics,Forecast & Scenario Review,Medium,R2,"Discovery, Design, Review","analytics,coder,comparison,finance,finance_analytics,forecast,needs,non,review,scenario,skill,use","Use this skill when a non-coder needs a finance forecast, scenario comparison,",finance_analytics/02_forecast_scenario_review.skill.md
finance_analytics/03_investment_risk_due_diligence,finance_analytics,Investment & Risk Due Diligence,Advanced,R3,"Discovery, Design, Review","analytics,coder,diligence,due,finance,finance_analytics,investment,needs,non,packet,risk,skill,use","Use this skill when a non-coder needs a due diligence packet for investment,",finance_analytics/03_investment_risk_due_diligence.skill.md
finance_analytics/04_finance_qa_checklist,finance_analytics,Finance QA Checklist,Easy,R1,Review,"analytics,checklist,final,finance,finance_analytics,gate,packet,sent,skill,use,user","Use this skill as the final QA gate before a finance packet is sent to a user,",finance_analytics/04_finance_qa_checklist.skill.md
hr_operations/01_job_description,hr_operations,Job Description,Easy,R2,"Discovery, Review","description,hr,hr_operations,job,mới,operations,trí,tạo",Tạo JD cho vị trí mới,hr_operations/01_job_description.skill.md
hr_operations/02_interview_evaluation,hr_operations,Interview Evaluation,Medium,R2,"Discovery, Review","evaluation,giá,hr,hr_operations,hợp,interview,operations,phỏng,tổng,viên,vấn,đánh,ứng","Sau khi phỏng vấn ứng viên, cần đánh giá tổng hợp",hr_operations/02_interview_evaluation.skill.md
hr_operations/03_performance_review,hr_operations,Performance Review,Medium,R2,"Discovery, Review","annually,giá,hiệu,hr,hr_operations,operations,performance,quarterly,review,suất,đánh,định",Đánh giá hiệu suất định kỳ (quarterly/annually),hr_operations/03_performance_review.skill.md
hr_operations/04_onboarding_checklist,hr_operations,Onboarding Checklist,Easy,R2,"Discovery, Review","checklist,hr,hr_operations,join,mới,nhân,onboarding,operations,viên",Có nhân viên mới join,hr_operations/04_onboarding_checklist.skill.md
hr_operations/05_policy_documentation,hr_operations,Policy Documentation,Medium,R2,"Discovery, Review","documentation,hr,hr_operations,numbers,operations,policy,rules,specific",✅ Specific rules với numbers,hr_operations/05_policy_documentation.skill.md
legal_contracts/01_contract_review,legal_contracts,Contract Review,Medium,R2,"Discovery, Review","contract,contracts,language,legal,legal_contracts,legalistic,plain,request,review",| Too legalistic | Request plain language |,legal_contracts/01_contract_review.skill.md
legal_contracts/02_nda_template,legal_contracts,NDA Template,Medium,R2,"Discovery, Review","confidential,contracts,definition,info,legal,legal_contracts,nda,rộng,template",[ ] Definition of confidential info đủ rộng,legal_contracts/02_nda_template.skill.md
legal_contracts/03_terms_of_service,legal_contracts,Terms of Service,Advanced,R2,"Discovery, Review","contracts,launch,legal,legal_contracts,mới,phẩm,service,sản,terms,website",Launch sản phẩm/website mới,legal_contracts/03_terms_of_service.skill.md
legal_contracts/04_compliance_checklist,legal_contracts,Compliance Checklist,Medium,R2,"Discovery, Review","checklist,compliance,contracts,launch,legal,legal_contracts,mới,phẩm,sản,thị,trường",Launch sản phẩm ở thị trường mới,legal_contracts/04_compliance_checklist.skill.md
legal_contracts/05_ip_protection,legal_contracts,IP Protection,Medium,R2,"Discovery, Review","assets,contracts,công,giá,legal,legal_contracts,protection,đánh",Đánh giá IP assets của công ty,legal_contracts/05_ip_protection.skill.md
marketing_seo/01_seo_audit,marketing_seo,SEO Audit,Medium,R1,"Discovery, Design","audit,bản,cải,engines,giá,hiển,hiện,khả,marketing,marketing_seo,năng,phát,search,seo,thiện,thị,trên,tăng,vấn,website,xuất,yếu,đánh","Đánh giá website về các yếu tố SEO cơ bản, phát hiện vấn đề và đề xuất cải thiện để tăng khả năng hiển thị trên search engines.",marketing_seo/01_seo_audit.skill.md
marketing_seo/02_competitor_analysis,marketing_seo,Competitor Analysis,Medium,R1,"Discovery, Design","analysis,competitor,cách,cạnh,differentiation,diện,hội,marketing,marketing_seo,mạnh,phân,seo,thủ,toàn,tranh,tìm,tích,yếu,điểm,đối","Phân tích đối thủ cạnh tranh một cách toàn diện để tìm ra điểm mạnh, điểm yếu, và cơ hội differentiation.",marketing_seo/02_competitor_analysis.skill.md
marketing_seo/03_content_quality_review,marketing_seo,Content Quality Review,Easy,R1,"Discovery, Design","article,blog,bảo,checklist,chất,content,engagement,giá,lượng,marketing,marketing_seo,mặt,quality,ranking,seo,sharing,user,value,webpage,worthy,đánh,đảm","Đánh giá chất lượng content (blog, article, webpage) về mặt SEO, engagement, và value để user. Đảm bảo content worthy of ranking và sharing.",marketing_seo/03_content_quality_review.skill.md
marketing_seo/04_social_media_review,marketing_seo,Social Media Review,Medium,R1,"Discovery, Design","ads,cpc,ctr,decrease,facebook,giá,improve,increase,instagram,linkedin,marketing,marketing_seo,media,review,roas,seo,social,tiktok,tối,đánh","Đánh giá và tối ưu social media ads (Facebook, Instagram, TikTok, LinkedIn) để improve CTR, decrease CPC, và increase ROAS.",marketing_seo/04_social_media_review.skill.md
marketing_seo/05_brand_strategy_review,marketing_seo,Brand Strategy Review,Medium,R1,"Discovery, Design","across,audit,brand,bảo,consistency,dựng,giá,guidelines,marketing,marketing_seo,nhất,quán,seo,touchpoints,voice,xây,đánh,đảm",Đánh giá và đảm bảo brand voice nhất quán across all touchpoints. Xây dựng hoặc audit brand voice guidelines.,marketing_seo/05_brand_strategy_review.skill.md
product_ux/01_user_persona_development,product_ux,User Persona Development,Easy,R1,"Discovery, Design, Review","align,better,data,decisions,development,dựa,giúp,make,persona,personas,product,product_ux,research,review,target,team,trên,tạo,user,users,ux",Tạo hoặc review user personas dựa trên data và research. Personas giúp team align về target users và make better product decisions.,product_ux/01_user_persona_development.skill.md
product_ux/02_user_flow_analysis,product_ux,User Flow Analysis,Medium,R1,"Discovery, Design, Review","analysis,flow,indicator,product,product_ux,progress,user,ux,visible",[ ] Progress indicator có visible?,product_ux/02_user_flow_analysis.skill.md
product_ux/03_ux_heuristic_evaluation,product_ux,UX Heuristic Evaluation,Medium,R1,"Discovery, Design, Review","evaluation,heuristic,product,product_ux,ux",,product_ux/03_ux_heuristic_evaluation.skill.md
product_ux/04_accessibility_audit,product_ux,Accessibility Audit,Medium,R1,"Discovery, Design, Review","accessibility,audit,product,product_ux,ux,wcag",|------|---------|,product_ux/04_accessibility_audit.skill.md
product_ux/05_onboarding_experience_review,product_ux,Onboarding Experience Review,Medium,R1,"Discovery, Design, Review","activation,churn,days,drives,early,experience,first,giá,good,onboarding,product,product_ux,reduces,review,time,tối,user,ux,đánh",Đánh giá và tối ưu first-time user experience (onboarding). Good onboarding drives activation và reduces churn in early days.,product_ux/05_onboarding_experience_review.skill.md
product_ux/06_ux_writing,product_ux,UX Writing,Easy,R1,"Discovery, Design, Review","chí,product,product_ux,ràng,tiêu,ux,writing",Cần Ux Writing với tiêu chí rõ ràng,product_ux/06_ux_writing.skill.md
product_ux/claude_design_handoff,product_ux,Claude Design → Code Handoff,Medium,R1,"Design, Build, Review","chuyển,claude,code,design,handoff,khai,logic,mất,phá,product,product_ux,prototype,sang,system,thiết,thác,thật,ux,visual,đẹp","Khai thác Claude Design (`claude.ai/design`) để thiết kế UI visual đẹp, sau đó chuyển prototype/handoff sang code thật — không mất đi logic, không phá design system.",product_ux/claude_design_handoff.skill.md
product_ux/cvf_web_ux_redesign_system,product_ux,CVF Web UX Redesign System,Advanced,R1,"Discovery, Design, Build, Review","app,biến,cvf,dashboard,design,dna,dùng,dụng,giúp,gói,land,lần,product,product_ux,redesign,skill,spec,system,thành,thống,tái,ux,web,workspace,đem,đóng","Biến một lần redesign UX thành hệ thống tái sử dụng cho các web app sau này. Skill này giúp đóng gói ""design DNA"" của CVF web redesign thành một spec có thể đem dùng lại cho dashboard, workspace, land",product_ux/cvf_web_ux_redesign_system.skill.md
security_compliance/01_security_assessment,security_compliance,Security Assessment,Medium,R2,"Design, Review","against,api,apis,best,bảo,checklist,common,compliance,endpoints,follow,giá,practices,protected,security,security_compliance,vulnerabilities,đánh,đảm",Đánh giá security của API endpoints. Đảm bảo APIs protected against common vulnerabilities và follow best practices.,security_compliance/01_security_assessment.skill.md
security_compliance/02_data_privacy_compliance,security_compliance,Data Privacy Compliance,Medium,R2,"Design, Review","compliance,data,handling,mechanism,opt,review,security,security_compliance",[ ] Opt-out mechanism?,security_compliance/02_data_privacy_compliance.skill.md
security_compliance/03_incident_response,security_compliance,Incident Response,Advanced,R2,"Design, Review","breaches,bảo,compliance,dựng,effectively,handle,incident,incidents,plan,prepared,response,review,security,security_compliance,team,xây,đảm",Xây dựng hoặc review Incident Response Plan. Đảm bảo team prepared để handle security incidents và breaches effectively.,security_compliance/03_incident_response.skill.md
security_compliance/04_dependency_management,security_compliance,Dependency Management,Advanced,R2,"Design, Review","bug,bumps,compliance,cve,dependencies,dependency,etc,fixes,fork,freetype,handles,harfbuzz,libexpat,libjpeg,libpng,libwebp,native,security,security_compliance,skia,skiasharp,turbo,update,use,version,zlib","> Update native dependencies (libpng, libexpat, zlib, libwebp, harfbuzz, freetype, libjpeg-turbo, etc.) in SkiaSharp's Skia fork. Handles security CVE fixes, bug fixes, and version bumps. Use when use",security_compliance/04_dependency_management.skill.md
technical_review/01_code_review,technical_review,Code Review,Medium,R1,"Build, Review","code,focus,logic,performance,review,security,specify,technical,technical_review",2. Specify focus — Security? Performance? Logic?,technical_review/01_code_review.skill.md
technical_review/02_architecture_review,technical_review,Architecture Review,Advanced,R1,"Build, Review","architecture,design,documents,review,system,technical,technical_review",Review system design documents,technical_review/02_architecture_review.skill.md
technical_review/03_security_audit,technical_review,Security Audit,Advanced,R1,"Build, Review","applications,audit,review,security,technical,technical_review",Security review for applications,technical_review/03_security_audit.skill.md
web_development/01_landing_page,web_development,Landing Page,Easy,R1,"Design, Build","development,dịch,giới,landing,page,phẩm,sản,thiệu,web,web_development",Giới thiệu sản phẩm/dịch vụ,web_development/01_landing_page.skill.md
web_development/02_saas_app,web_development,SaaS App,Medium,R1,"Design, Build","app,development,dụng,nhập,saas,web,web_development,đăng,ứng",Ứng dụng web có đăng nhập/đăng ký,web_development/02_saas_app.skill.md
web_development/03_dashboard,web_development,Dashboard,Medium,R1,"Design, Build","chính,customers,dashboard,data,development,orders,products,revenue,web,web_development","Data chính: Orders, revenue, products, customers",web_development/03_dashboard.skill.md
web_development/04_blog_docs,web_development,Blog / Documentation,Easy,R1,"Design, Build","blog,công,development,documentation,nhân,web,web_development",Blog cá nhân hoặc công ty,web_development/04_blog_docs.skill.md
web_development/05_data_visualization,web_development,Data Visualization,Medium,R1,"Design, Build","chart,data,development,framework,next,recharts,visualization,web,web_development",Framework: Next.js + Recharts,web_development/05_data_visualization.skill.md
web_development/06_accessibility_audit,web_development,Accessibility Audit,Advanced,R2,"Build, Review","accessibility,aria,audit,chuyên,compatibility,development,focus,html,hơn,implementation,keyboard,kiểm,labels,links,management,navigation,reader,screen,semantic,skip,sâu,thuật,tra,trung,tập,web,web_development","Kiểm tra ARIA labels, keyboard navigation, semantic HTML, focus management, skip links, và screen reader compatibility. Chuyên sâu hơn Accessibility Audit — tập trung vào kỹ thuật implementation.",web_development/06_accessibility_audit.skill.md
